"character" "dialogue"
"389" "DUDE" "What the fuck is that supposed to  mean?  What the fuck're we gonna  tell Lebowski?"
"390" "WALTER" "Huh?  Oh, him, yeah.  Well I don't  see, um-- what exactly is the problem?"
"391" "DUDE" "Huh?  The problem is--what do you  mean what's the--there's no--we didn't--  they're gonna kill that poor woman--"
"392" "WALTER" "What the fuck're you talking about?   That poor woman--that poor slut--  kidnapped herself, Dude.  You said  so yourself--"
"393" "DUDE" "No, Walter!  I said I thought she  kidnapped herself!  You're the one  who's so fucking certain--"
"394" "WALTER" "That's right, Dude, I am certain--"
"395" "DONNY" "They posted the next round of the  tournament--"
"396" "WALTER" "Donny, shut the f--when do we play?"
"397" "DONNY" "This Saturday.  Quintana and--"
"398" "WALTER" "Saturday!  Well they'll have to  reschedule."
"399" "DUDE" "Walter, what'm I gonna tell Lebowski?"
"400" "WALTER" "I told that fuck down at the league  office--who's in charge of scheduling?"
"401" "DUDE" "Walter--"
"402" "DONNY" "Burkhalter."
"403" "WALTER" "I told that kraut a fucking thousand  times I don't roll on shabbas."
"404" "DONNY" "It's already posted."
"405" "WALTER" "WELL THEY CAN FUCKING UN-POST IT!"
"406" "DUDE" "Who gives a shit, Walter?  What about  that poor woman?  What do we tell--"
"407" "WALTER" "C'mon Dude, eventually she'll get  sick of her little game and, you  know, wander back--"
"408" "DONNY" "How come you don't roll on Saturday,  Walter?"
"409" "WALTER" "I'm shomer shabbas."
"410" "DONNY" "What's that, Walter?"
"411" "DUDE" "Yeah, and in the meantime what do I  tell Lebowski?"
"412" "WALTER" "Saturday is shabbas.  Jewish day of  rest.  Means I don't work, I don't  drive a car, I don't fucking ride in  a car, I don't handle money, I don't  turn on the oven, and I sure as shit  don't fucking roll!"
"413" "DONNY" "Sheesh."
"414" "DUDE" "Walter, how--"
"415" "WALTER" "Shomer shabbas."
"416" "DUDE" "That's it.  I'm out of here."
"417" "WALTER" "For Christ's sake, Dude."
"418" "DONNY" "Oh yeah, how'd it go?"
"419" "WALTER" "Went alright.  Dude's car got a little  dinged up--"
"420" "DUDE" "But Walter, we didn't make the fucking  hand-off!  They didn't get, the  fucking money and they're gonna--  they're gonna--"
"421" "WALTER" "Yeah yeah, "kill that poor woman.""
"422" "WALTER" "Kill that poor woman."
"423" "DONNY" "Walter, if you can't ride in a car,  how d'you get around on Shammas--"
"424" "WALTER" "Really, Dude, you surprise me.   They're not gonna kill shit.  They're  not gonna do shit.  What can they  do?  Fuckin' amateurs.  And meanwhile,  look at the bottom line.  Who's  sitting on a million fucking dollars?   Am I wrong?"
"425" "DUDE" "Walter--"
"426" "WALTER" "Who's got a fucking million fucking  dollars parked in the trunk of our  car out here?"
"427" "DUDE" ""Our" car, Walter?"
"428" "WALTER" "And what do they got, Dude?  My dirty  undies.  My fucking whites--Say,  where is the car?"
"429" "DONNY" "Who has your undies, Walter?"
"430" "WALTER" "Where's your car, Dude?"
"431" "DUDE" "You don't know, Walter?  You seem to  know the answer to everything else!"
"432" "WALTER" "Hmm.  Well, we were in a handicapped  spot.  It, uh, it was probably towed."
"433" "DUDE" "It's been stolen, Walter!  You fucking  know it's been stolen!"
"434" "WALTER" "Well, certainly that's a possibility,  Dude--"
"435" "DUDE" "Aw, fuck it."
"436" "DONNY" "Where you going, Dude?"
"437" "DUDE" "I'm going home, Donny."
"438" "DONNY" "Your phone's ringing, Dude."
"439" "DUDE" "Thank you, Donny."
"440" "DUDE" "1972 Pontiac LeBaron."
"441" "YOUNGER COP" "Color?"
"442" "DUDE" "Green.  Some brown, or, uh, rust,  coloration."
"443" "YOUNGER COP" "And was there anything of value in  the car?"
"444" "DUDE" "Huh?  Oh.  Yeah.  Tape deck.  Couple  of Creedence tapes.  And there was  a, uh... my briefcase."
"445" "YOUNGER COP" "In the briefcase?"
"446" "DUDE" "Papers.  Just papers.  You know, my  papers.  Business papers."
"447" "YOUNGER COP" "And what do you do, sir?"
"448" "DUDE" "I'm unemployed."
"449" "OLDER COP" "...Most people, we're working nights,  they offer us coffee."
"450" "DUDE" "...Me, I don't drink coffee.  But  it's nice when they offer."
"451" "DUDE" "...Also, my rug was stolen."
"452" "YOUNGER COP" "Your rug was in the car."
"453" "DUDE" "No.  Here."
"454" "YOUNGER COP" "Separate incidents?"
"455" "OLDER COP" "Snap out of it, son."
"456" "DUDE" "You find them much?  Stolen cars?"
"457" "YOUNGER COP" "Sometimes.  I wouldn't hold out much  hope for the tape deck though.  Or  the Creedence tapes."
"458" "DUDE" "And the, uh, the briefcase?"
"459" "FEMALE VOICE ON MACHINE" "Mr. Lebowski, I'd like to see you.   Call when you get home and I'll send  a car for you.  My name is Maude  Lebowski.  I'm the woman who took  the rug."
"460" "OLDER COP" "Well, I guess we can close the file  on that one."
"461" "VOICE" "I'll be with you in a minute, Mr.   Lebowski."
"462" "VOICE" "All right, we'll do the blue tomorrow.   Elfranco.  Pedro.  Help me down."
"463" "MAUDE" "Does the female form make you  uncomfortable, Mr. Lebowski?"
"464" "DUDE" "Is that what that's a picture of?"
"465" "MAUDE" "In a sense, yes.  Elfranco, my robe.   My art has been commended as being  strongly vaginal.  Which bothers  some men.  The word itself makes  some men uncomfortable.  Vagina."
"466" "DUDE" "Oh yeah?"
"467" "MAUDE" "Yes, they don't like hearing it and  find it difficult to say.  Whereas  without batting an eye a man will  refer to his "dick" or his "rod" or  his "Johnson"."
"468" "DUDE" ""Johnson"?"
"469" "MAUDE" "Thank you."
"470" "MAUDE" "All right, Mr. Lebowski, let's get  down to cases.  My father told me  he's agreed to let you have the rug,  but it was a gift from me to my late  mother, and so was not his to give.   Now.  As for this... "kidnapping"--"
"471" "DUDE" "Huh?"
"472" "MAUDE" "Yes, I know about it.  And I know  that you acted as courier.  And let  me tell you something:  the whole  thing stinks to high heaven."
"473" "DUDE" "Right, but let me explain something  about that rug--"
"474" "MAUDE" "Do you like sex, Mr. Lebowski?"
"475" "DUDE" "Excuse me?"
"476" "MAUDE" "Sex.  The physical act of love.   Coitus.  Do you like it?"
"477" "DUDE" "I was talking about my rug."
"478" "MAUDE" "You're not interested in sex?"
"479" "DUDE" "You mean coitus?"
"480" "MAUDE" "I like it too.  It's a male myth  about feminists that we hate sex.   It can be a natural, zesty enterprise.   But unfortunately there are some  people--it is called satyriasis in  men, nymphomania in women--who engage  in it compulsively and without joy."
"481" "DUDE" "Oh, no."
"482" "MAUDE" "Yes Mr. Lebowski, these unfortunate  souls cannot love in the true sense  of the word.  Our mutual acquaintance  Bunny is one of these."
"483" "DUDE" "Listen, Maude, I'm sorry if your  stepmother is a nympho, but I don't  see what it has to do with--do you  have any kalhua?"
"484" "MAUDE" "Take a look at this, sir."
"485" "DIETER" "Hello.  Nein dizbatcher says zere  iss problem mit deine kable."
"486" "DUDE" "Shit, I know that guy.  He's a  nihilist."
"487" "MAUDE" "And you recognize her, of course."
"488" "BUNNY" "The TV is in here."
"489" "DIETER" "Za, okay, I bring mein toolz."
"490" "BUNNY" "This is my friend Shari.  She just  came over to use the shower."
"491" "MAUDE" "The story is ludicrous."
"492" "DIETER" "Mein nommen iss Karl.  Is hard to  verk in zese clozes--"
"493" "MAUDE" "Lord.  You can imagine where it goes  from here."
"494" "DUDE" "He fixes the cable?"
"495" "MAUDE" "Don't be factious, Jeffrey.  Little  matter to me that this woman chose  to pursue a career in pornography,  nor that she has been "banging" Jackie  Treehorn, to use the parlance of our  times.  However.  I am one of two  trustees of the Lebowski Foundation,  the other being my father.  The  Foundation takes youngsters from  Watts and--"
"496" "DUDE" "Shit yeah, the achievers."
"497" "MAUDE" "Little Lebowski Urban Achievers,  yes, and proud we are of all of them.   I asked my father about his withdrawal  of a million dollars from the  Foundation account and he told me  about this "abduction", but I tell  you it is preposterous.  This  compulsive fornicator is taking my  father for the proverbial ride."
"498" "DUDE" "Yeah, but my-"
"499" "MAUDE" "I'm getting to your rug. My father  and I don't get along; he doesn't  approve of my lifestyle and, needless  to say, I don't approve of his.   Still, I hardly wish to make my  father's embezzlement a police matter,  so I'm proposing that you try to  recover the money from the people  you delivered it to."
"500" "DUDE" "Well--sure, I could do that--"
"501" "MAUDE" "If you successfully do so, I will  compensate you to the tune of 10% of  the recovered sum."
"502" "DUDE" "A hundred."
"503" "MAUDE" "Thousand, yes, bones or clams or  whatever you call them."
"504" "DUDE" "Yeah, but what about--"
"505" "MAUDE" "--your rug, yes, well with that money  you can buy any number of rugs that  don't have sentimental value for me.   And I am sorry about that crack on  the jaw."
"506" "DUDE" "Oh that's okay, I hardly even--"
"507" "MAUDE" "Here's the name and number of a doctor  who will look at it for you.  You  will receive no bill.  He's a good  man, and thorough."
"508" "DUDE" "That's really thoughtful but I--"
"509" "MAUDE" "Please see him, Jeffrey.  He's a  good man, and thorough."
"510" "DRIVER" "--So he says, "My son can't hold a  job, my daughter's married to a  fuckin' loser, and I got a rash on  my ass so bad I can't hardly siddown.   But you know me.  I can't complain.""
"511" "DUDE" "Fuckin' A, man.  I got a rash.   Fuckin' A, man.  I gotta tell ya  Tony."
"512" "TONY" "Aw, forget about it."
"513" "DUDE" "Yeah, man!  Fuck it!  I can't be  worrying about that shit.  Life goes  on!"
"514" "TONY" "Home sweet home, Mr. L.  Who's your  friend in the Volkswagon?"
"515" "DUDE" "Huh?"
"516" "DUDE" "When did he-"
"517" "SECOND CHAUFFEUR" "Into the limo, you sonofabitch.  No  arguments."
"518" "DUDE" "Fuck, man!  There's a beverage here!"
"519" "LEBOWSKI" "Start talking and talk fast you lousy  bum!"
"520" "BRANDT" "We've been frantically trying to  reach you, Dude."
"521" "LEBOWSKI" "Where's my goddamn money, you bum?!"
"522" "DUDE" "Well we--I don't--"
"523" "LEBOWSKI" "They did not receive the money, you  nitwit!  They did not receive the  goddamn money.  HER LIFE WAS IN YOUR  HANDS!"
"524" "BRANDT" "This is our concern, Dude."
"525" "DUDE" "No, man, nothing is fucked here--"
"526" "LEBOWSKI" "NOTHING IS FUCKED! THE GODDAMN PLANE  HAS CRASHED INTO THE MOUNTAIN!"
"527" "DUDE" "C'mon man, who're you gonna believe?   Those guys are--we dropped off the  damn money--"
"528" "LEBOWSKI" "WHAT?!"
"529" "DUDE" "I--the royal we, you know, the  editorial--I dropped off the money,  exactly as per--Look, I've got certain  information, certain things have  come to light, and uh, has it ever  occurred to you, man, that given the  nature of all this new shit, that,  uh, instead of running around blaming  me, that this whole thing might just  be, not, you know, not just such a  simple, but uh--you know?"
"530" "LEBOWSKI" "What in God's holy name are you  blathering about?"
"531" "DUDE" "I'll tell you what I'm blathering  about!  I got information--new shit  has come to light and--shit, man!   She kidnapped herself!"
"532" "DUDE" "Well sure, look at it!  Young trophy  wife, I mean, in the parlance of our  times, owes money all over town,  including to known pornographers-- and that's cool, that's cool--but  I'm saying, she needs money, and of  course they're gonna say they didn't  get it 'cause she wants more, man,  she's gotta feed the monkey, I mean--  hasn't that ever occurred to you...?   Sir?"
"533" "LEBOWSKI" "No.  No Mr. Lebowski, that had not  occurred to me."
"534" "BRANDT" "That had not occurred to us, Dude."
"535" "DUDE" "Well, okay, you're not privy to all  the new shit, so uh, you know, but  that's what you pay me for.  Speaking  of which, would it be possible for  me to get my twenty grand in cash?   I gotta check this with my accountant  of course, but my concern is that,  you know, it could bump me into a  higher tax--"
"536" "LEBOWSKI" "Brandt, give him the envelope."
"537" "DUDE" "Well, okay, if you've already made  out the check."
"538" "BRANDT" "We received it this morning."
"539" "LEBOWSKI" "Since you have failed to achieve,  even in the modest task that was  your charge, since you have stolen  my money, and since you have  unrepentantly betrayed my trust."
"540" "LEBOWSKI" "I have no choice but to tell these  bums that they should do whatever is  necessary to recover their money  from you, Jeffrey Lebowski.  And  with Brandt as my witness, tell you  this:  Any further harm visited upon  Bunny, shall be visited tenfold upon  your head."
"541" "LEBOWSKI" "...By God sir.  I will not abide  another toe."
"542" "WALTER" "That wasn't her toe."
"543" "DUDE" "Whose toe was it, Walter?"
"544" "WALTER" "How the fuck should I know?  I do  know that nothing about it indicates--"
"545" "DUDE" "The nail polish, Walter."
"546" "WALTER" "Fine, Dude.  As if it's impossible  to get some nail polish, apply it to  someone else's toe--"
"547" "DUDE" "Someone else's--where the fuck are  they gonna--"
"548" "WALTER" "You want a toe?  I can get you a  toe, believe me.  There are ways,  Dude.  You don't wanna know about  it, believe me."
"549" "DUDE" "But Walter--"
"550" "WALTER" "I'll  get  you  a  toe by  this  afternoon--with nail polish. These  fucking amateurs.  They send us a  toe, we're  supposed to shit ourselves  with fear.  Jesus Christ. My point  is--"
"551" "DUDE" "They're gonna kill her, Walter, and  then they're gonna kill me--"
"552" "WALTER" "Well that's just, that's the stress  talking, Dude.  So far we have what  looks to me like a series of  victimless crimes--"
"553" "DUDE" "What about the toe?"
"554" "WALTER" "FORGET ABOUT THE FUCKING TOE!"
"555" "WAITRESS" "Could you please keep your voices  down--this is a family restaurant."
"556" "WALTER" "Oh, please dear!  I've got news for  you: the Supreme Court has roundly  rejected prior restraint!"
"557" "DUDE" "Walter, this isn't a First Amendment  thing."
"558" "WAITRESS" "Sir, if you don't calm down I'm going  to have to ask you to leave."
"559" "WALTER" "Lady, I got buddies who died face-  down in the muck so you and I could  enjoy this family restaurant!"
"560" "DUDE" "All right, I'm leaving.  I'm sorry  ma'am."
"561" "WALTER" "Don't run away from this, Dude!   Goddamnit, this affects all of us!"
"562" "WALTER" "Our basic freedoms!"
"563" "WALTER" "I'm staying.  Finishing my coffee."
"564" "WALTER" "Finishing my coffee."
"565" "VOICE THROUGH MACHINE" "Mr. Lebowski, this is Duty Officer  Rolvaag of the L.A.P.D."
"566" "VOICE THROUGH MACHINE" "We've recovered your vehicle.  It  can be claimed at the North Hollywood  Auto Circus there on Victory."
"567" "DUDE" "Far out.  Far fuckin' out."
"568" "MESSAGE" "You'll just need to present a--"
"569" "DUDE" "Hunh?"
"570" "DUDE" "Hey!  This is a private residence,  man!"
"571" "DUDE" "Nice marmot."
"572" "FIRST MAN" "Vee vant zat money, Lebowski."
"573" "SECOND MAN" "You think veer kidding und making  mit de funny stuff?"
"574" "THIRD MAN" "Vee could do things you only dreamed  of, Lebowski."
"575" "SECOND MAN" "Ja, vee could really do it, Lebowski.   Vee belief in nossing."
"576" "DUDE" "Jesus!"
"577" "DIETER" "Vee belief in nossing, Lebowski!   NOSSING!!"
"578" "DUDE" "Jesus Christ!"
"579" "FIRST MAN" "Tomorrow vee come back und cut off  your chonson."
"580" "DUDE" "Excuse me?"
"581" "FIRST MAN" "I SAY VEE CUT OFF YOUR CHONSON!"
"582" "SECOND MAN" "Just sink about zat, Lebowski."
"583" "FIRST MAN" "Ja, your viggly penis, Lebowski."
"584" "SECOND MAN" "Ja, und maybe vee stamp on it und  skvush it, Lebowski!"
"585" "POLICEMAN" "You're lucky she wasn't chopped, Mr.   Lebowski. Must've been a joyride  situation; they abandoned the car  once they hit the retaining wall."
"586" "POLICEMAN" "These were on the road next to the  car.  You'll have to get in on the  other side."
"587" "DUDE" "My fucking briefcase!  It's not here!"
"588" "POLICEMAN" "Yeah, sorry, I saw that on the report.   You're lucky they left the tape deck  though."
"589" "DUDE" "My fucking briefcase!  Jesus--what's  that smell?"
"590" "POLICEMAN" "Uh, yeah.  Probably a vagrant, slept  in the car.  Or perhaps just used it  as a toilet, and moved on."
"591" "DUDE" "When will you find these guys?  I  mean, do you have any promising leads?"
"592" "POLICEMAN" "Leads, yeah.  I'll just check with  the boys down at the Crime Lab.   They've assigned four more detectives  to the case, got us working in shifts."
"593" "DONNY" "And then they're gonna stamp on it?!"
"594" "WALTER" "Oh for Christ--will you shut the  fuck up, Donny."
"595" "DUDE" "I figure my only hope is that the  big Lebowski kills me before the  Germans can cut my dick off."
"596" "WALTER" "Now that is ridiculous, Dude.  No  one is going to cut your dick off."
"597" "DUDE" "Thanks Walter."
"598" "WALTER" "Not if I have anything to say about  it."
"599" "DUDE" "Yeah, thanks Walter.  That gives me  a very secure feeling."
"600" "WALTER" "Dude--"
"601" "DUDE" "That makes me feel all warm inside."
"602" "WALTER" "Now Dude--"
"603" "DUDE" "This whole fucking thing--I could be  sitting here with just pee-stains on  my rug."
"604" "WALTER" "Fucking Germans.  Nothing changes.   Fucking Nazis."
"605" "DONNY" "They were Nazis, Dude?"
"606" "WALTER" "Come on, Donny, they were threatening  castration!"
"607" "DONNY" "Uh-huh."
"608" "WALTER" "Are you gonna split hairs?"
"609" "DONNY" "No--"
"610" "WALTER" "Am I wrong?"
"611" "DONNY" "Well--"
"612" "DUDE" "They're nihilists."
"613" "WALTER" "Huh?"
"614" "DUDE" "They kept saying they believe in  nothing."
"615" "WALTER" "Nihilists!  Jesus."
"616" "WALTER" "Say what you like about the tenets  of National Socialism, Dude, at least  it's an ethos."
"617" "DUDE" "Yeah."
"618" "WALTER" "And let's also not forget--let's not  forget, Dude--that keeping wildlife,  an amphibious rodent, for uh,  domestic, you know, within the city--  that isn't legal either."
"619" "DUDE" "What're you, a fucking park ranger  now?"
"620" "WALTER" "No, I'm--"
"621" "DUDE" "Who gives a shit about the fucking  marmot!"
"622" "WALTER" "--We're sympathizing here, Dude--"
"623" "DUDE" "Fuck your sympathy!  I don't need  your sympathy, man, I need my fucking  Johnson!"
"624" "DONNY" "What do you need that for, Dude?"
"625" "WALTER" "You gotta buck up, man, you can't go  into the tournament with this negative  attitude--"
"626" "DUDE" "Fuck the tournament!  Fuck you,  Walter!"
"627" "WALTER" "Fuck the tournament?!"
"628" "WALTER" "Okay Dude.  I can see you don't want  to be cheered up.  C'mon Donny, let's  go get a lane."
"629" "DUDE" "Another Caucasian, Gary."
"630" "VOICE" "Right, Dude."
"631" "DUDE" "Friends like these, huh Gary."
"632" "GARY" "That's right, Dude."
"633" "MAN" "D'ya have a good sarsaparilla?"
"634" "BARTENDER" "Sioux City Sarsaparilla."
"635" "THE STRANGER" "That's a good one."
"636" "THE STRANGER" "How ya doin' there, Dude?"
"637" "DUDE" "Ahh, not so good, man."
"638" "THE STRANGER" "One a those days, huh.  Wal, a wiser  fella than m'self once said, sometimes  you eat the bar and sometimes the  bar, wal, he eats you."
"639" "DUDE" "Uh-huh.  That some kind of Eastern  thing?"
"640" "THE STRANGER" "Far from it."
"641" "DUDE" "Mm."
"642" "THE STRANGER" "Much obliged."
"643" "THE STRANGER" "I like your style, Dude."
"644" "DUDE" "Well I like your style too, man.   Got a whole cowboy thing goin'."
"645" "THE STRANGER" "Thankie... Just one thing, Dude.   D'ya have to use s'many cuss words?"
"646" "DUDE" "The fuck are you talking about?"
"647" "THE STRANGER" "Okay, have it your way."
"648" "THE STRANGER" "Take it easy, Dude."
"649" "DUDE" "Yeah.  Thanks man."
"650" "VOICE" "Dude!  Dude!"
"651" "MAUDE" "Jeffrey, you haven't gone to the  doctor."
"652" "DUDE" "No it's fine, really, uh--"
"653" "MAUDE" "Do you have any news regarding my  father's money?"
"654" "DUDE" "I, uh... money, yeah, I gotta  respecfully, 69 you know, tender my  resignation on that matter, 'cause  it looks like your mother really was  kidnapped after all."
"655" "MAUDE" "She most certainly was not!"
"656" "DUDE" "Hey man, why don't you fucking listen  occasionally?  You might learn  something.  Now I got--"
"657" "MAUDE" "And please don't call her my mother."
"658" "DUDE" "Now I got--"
"659" "MAUDE" "She is most definitely the perpetrator  and not the victim."
"660" "DUDE" "I'm telling you, I got definitive  evidence--"
"661" "MAUDE" "From who?"
"662" "DUDE" "The main guy, Dieter--"
"663" "MAUDE" "Dieter Hauff?"
"664" "DUDE" "Well--yeah, I guess--"
"665" "MAUDE" "Her "co-star" in the beaver picture?"
"666" "DUDE" "Beaver?  You mean vagina?--I mean,  you know him?"
"667" "MAUDE" "Dieter has been on the fringes of--  well, of everything in L.A., for  about twenty years.  Look at my LP's.   under 'Autobahn.'"
"668" "MAUDE" "That was his group--they released  one album in the mid-seventies."
"669" "DUDE" "Roy Orbison... Pink Floyd."
"670" "MAUDE" "Huh?  Autobahn.  A-u-t-o.  Their  music is a sort of--ugh--techno-pop."
"671" "DUDE" "Jeez.  I miss vinyl."
"672" "MAUDE" "Is he pretending to be the abductor?"
"673" "DUDE" "Well... yeah--"
"674" "MAUDE" "Look, Jeffrey, you don't really kidnap  someone that you're acquainted with.   You can't get away with it if the  hostage knows who you are."
"675" "DUDE" "Well yeah... I know that."
"676" "MAUDE" "So Dieter has the money?"
"677" "DUDE" "Well, no, not exactly.  It's a  complicated case, Maude.  Lotta ins.   Lotta outs.  And a lotta strands to  keep in my head, man.  Lotta strands  in old Duder's--"
"678" "MAUDE" "Do you still have that doctor's  number?"
"679" "DUDE" "Huh?  No, really, I don't even have  the bruise any more, I--"
"680" "MAUDE" "Please Jeffrey.  I don't want to be  responsible for any delayed after-  effects."
"681" "DUDE" "Delayed after-eff--"
"682" "MAUDE" "I want you to see him immediately."
"683" "MAUDE" "I'll see if he's available.  He's a  good man, and thorough."
"684" "VOICE" "Could you slide your shorts down  please, Mr.  Lebowski?"
"685" "DUDE" "Huh?  No, she, she hit me right here."
"686" "VOICE" "I understand sir.  Could you slide  your shorts down please?"
"687" "DUDE" "Fuck Me."
"688" "DUDE" "Fuckola, man."
"689" "WALTER" "He lives in North Hollywood on  Radford, near the In-and-Out Burger--"
"690" "DUDE" "The In-and-Out Burger is on Camrose."
"691" "WALTER" "Near the In-and-Out Burger--"
"692" "DONNY" "Those are good burgers, Walter."
"693" "WALTER" "Shut the fuck up, Donny.  This kid  is in the ninth grade, Dude, and his  father is--are you ready for this?--  Arthur Digby Sellers."
"694" "DUDE" "Who the fuck is that?"
"695" "WALTER" "Huh?"
"696" "DUDE" "Who the fuck is Arthur Digby Sellers?"
"697" "WALTER" "Who the f--have you ever heard of a  little show called Branded, Dude?"
"698" "DUDE" "Yeah."
"699" "WALTER" "All but one man died?  There at Bitter  Creek?"
"700" "DUDE" "Yeah yeah, I know the fucking show  Walter, so what?"
"701" "WALTER" "Fucking Arthur Digby Sellers wrote  156 episodes, Dude."
"702" "DUDE" "Uh-huh."
"703" "WALTER" "The bulk of the series."
"704" "DUDE" "Uh-huh."
"705" "WALTER" "Not exactly a lightweight."
"706" "DUDE" "No."
"707" "WALTER" "And yet his son is a fucking dunce."
"708" "DUDE" "Uh."
"709" "WALTER" "Yeah, go figure.  Well we'll go out  there after the, uh, the."
"710" "WALTER" "What have you.  We'll, uh--"
"711" "DONNY" "We'll be near the In-and-Out Burger."
"712" "WALTER" "Shut the fuck up, Donny.  We'll, uh,  brace the kid--he'll be a pushover.   We'll get that fucking money, if he  hasn't spent it already.  Million  fucking clams. And yes, we'll be  near the, uh--some burgers, some  beers, a few laughs.  Our fucking  troubles are over, Dude."
"713" "DUDE" "Fuck me, man!  That kid's already  spent all the money!"
"714" "WALTER" "Hardly Dude, a new 'vette?  The kid's  still got, oh, 96 to 97 thousand,  depending on the options.  Wait in  the car, Donny."
"715" "WOMAN" "Jace?"
"716" "WALTER" "Hello, Pilar?  My name is Walter  Sobchak, we spoke on the phone, this  is my associate Jeffrey Lebowski."
"717" "WOMAN" "Jace."
"718" "WALTER" "May we uh, we wanted to talk about  little Larry.  May we come in?"
"719" "WOMAN" "Jace."
"720" "PILAR" "Larry!  Sweetie!  Dat mang is here!"
"721" "WALTER" "That's him, Dude. And a good day to you, sir."
"722" "PILAR" "See down, please."
"723" "WALTER" "Thank you, ma'am."
"724" "WALTER" "Does he, uh... Is he still writing?"
"725" "PILAR" "No, no.  He has healt' problems."
"726" "WALTER" "Uh-huh."
"727" "WALTER" "I just want to say, sir, that we're  both enormous--on a personal level,  Branded, especially the early  episodes, has been a source of, uh,  inspir---"
"728" "PILAR" "See down, Sweetie.  These are the  policeman--"
"729" "WALTER" "No ma'am, I didn't mean to give the  impression that we're police exactly.   We're hoping that it will not be  necessary to call the police."
"730" "WALTER" "But that is up to little Larry here.   Isn't it, Larry?"
"731" "WALTER" "Is this your homework, Larry?"
"732" "WALTER" "Is this your homework, Larry?"
"733" "DUDE" "Look, man, did you--"
"734" "WALTER" "Dude, please!...  Is this your  homework, Larry?"
"735" "DUDE" "Just ask him if he--ask him about  the car, man!"
"736" "WALTER" "Is this yours, Larry?  Is this your  homework, Larry?"
"737" "DUDE" "Is the car out front yours?"
"738" "WALTER" "Is this your homework, Larry?"
"739" "DUDE" "We know it's his fucking homework,  Walter!  Where's the fucking money,  you little brat?"
"740" "WALTER" "Look, Larry... Have you ever heard  of Vietnam?"
"741" "DUDE" "Oh, for Christ's sake, Walter!"
"742" "WALTER" "You're going to enter a world of  pain, son.  We know that this is  your homework.  We know you stole a  car--"
"743" "DUDE" "And the fucking money!"
"744" "WALTER" "And the fucking money.  And we know  that this is your homework, Larry."
"745" "WALTER" "You're gonna KILL your FATHER, Larry!."
"746" "WALTER" "Ah, this is pointless."
"747" "WALTER" "All right, Plan B.  You might want  to watch out the front window there,  Larry."
"748" "WALTER" "This is what happens when you FUCK a  STRANGER in the ASS, Larry."
"749" "WALTER" "Fucking language problem, Dude."
"750" "WALTER" "Maybe he'll understand this."
"751" "WALTER" "YOU SEE WHAT HAPPENS, LARRY!"
"752" "WALTER" "YOU SEE WHAT HAPPENS?!"
"753" "WALTER" "THIS IS WHAT HAPPENS WHEN YOU FUCK A  STRANGER IN THE ASS!"
"754" "WALTER" "HERE'S WHAT HAPPENS, LARRY!"
"755" "WALTER" "HERE'S WHAT HAPPENS!  FUCK A STRANGER  IN THE ASS!"
"756" "MAN" "WHAT THE FUCK JOO DOING, MANG?!"
"757" "MAN" "I JUS' BAWDEEZ FUCKEEN CAR LASS WEEK!"
"758" "WALTER" "Hunh?"
"759" "MAN" "I KILL JOO, MANG!  I--I KILL JOR  FUCKEEN CAR!"
"760" "DUDE" "No!  No!  NO!  THAT'S NOT--"
"761" "MAN" "I FUCKEEN KILL JOR FUCKEEN CAR!"
"762" "MAN" "I KILL JOR FUCKEEN CAR!"
"763" "MAN" "I KILL JOR FUCKEEN CAR!"
"764" "DUDE" "I accept your apology... No I, I  just want to handle it myself from  now on... No.  That has nothing to  do with it... Yes, it made it home,  I'm calling from home.  No, Walter,  it didn't look like Larry was about  to crack."
"765" "DUDE" "Well that's your perception...  Well  you're right, Walter, and the unspoken  Message is FUCK YOU AND LEAVE ME THE  FUCK ALONE... Yeah, I'll be at  practice."
"766" "DUDE" "Huh?"
"767" "WOO" "Pin your diapers on, Lebowski.  Jackie  Treehorn wants to see you."
"768" "BLOND MAN" "And we know which Lebowski you are,  Lebowski."
"769" "WOO" "Yeah.  Jackie Treehorn wants to talk  to the deadbeat Lebowski."
"770" "BLOND MAN" "You're not dealing with morons here."
"771" "MAN" "Hello Dude, thanks for coming.  I'm  Jackie Treehorn."
"772" "DUDE" "This is quite a pad you got here,  man.  Completely unspoiled."
"773" "TREEHORN" "What's your drink, Dude?"
"774" "DUDE" "White Russian, thanks.  How's the  smut business, Jackie?"
"775" "TREEHORN" "I wouldn't know, Dude.  I deal in  publishing, entertainment, political  advocacy, and--"
"776" "DUDE" "Which one was Logjammin'?"
"777" "TREEHORN" "Regrettably, it's true, standards  have fallen in adult entertainment.   It's video, Dude.  Now that we're  competing with the amateurs, we can't  afford to invest that little extra  in story, production value, feeling."
"778" "TREEHORN" "People forget that the brain is the  biggest erogenous zone--"
"779" "DUDE" "On you, maybe."
"780" "TREEHORN" "Of course, you do get the good with  the bad.  The new technology permits  us to do exciting things with  interactive erotic software.  Wave  of the future, Dude.  100% electronic."
"781" "DUDE" "Uh-huh.  Well, I still jerk off  manually."
"782" "TREEHORN" "Of course you do.  I can see you're  anxious for me to get to the point.   Well Dude, here it is.  Where's Bunny?"
"783" "DUDE" "I thought you might know, man."
"784" "TREEHORN" "Me?  How would I know?  The only  reason she ran off was to get away  from her rather sizable debt to me."
"785" "DUDE" "But she hasn't run off, she's been--"
